DATE,AQI,PM2.5 AVG,PM2.5 MIN,PM2.5 MAX,PM10 AVG,PM10 MIN,PM10 MAX,NO2 AVG,NO2 MIN,NO2 MAX,NH3 AVG,NH3 MIN,NH3 MAX,SO2 AVG,SO2 MIN,SO2 MAX,CO AVG,CO MIN,CO MAX,OZONE AVG,OZONE MIN,OZONE MAX,PROMINENT POLLUTENT,MAX TEMP,MIN TEMP,HUMIDITY
9/26/2017,158,146,81,243,158,125,197,21,18,23,6,4,30,14,1,16,25,8,36,15,9,26,PM10,38,21,40
9/27/2017,156,121,56,332,156,108,356,19,19,20,5,4,25,13,1,22,21,6,51,14,3,22,PM10,37,20,43
9/28/2017,145,101,48,164,145,119,176,20,19,21,4,4,18,4,1,10,60,7,104,14,2,31,PM10,38,22,38
9/29/2017,143,99,75,167,143,122,172,20,18,22,8,4,17,12,1,21,45,11,46,13,2,31,PM10,37,21,35
9/30/2017,151,129,88,209,151,113,191,18,10,24,4,2,12,10,1,14,60,15,84,20,11,46,PM10,39,21,22
10/1/2017,155,101,72,177,155,123,246,21,20,22,6,4,10,9,1,16,41,30,56,21,10,35,PM10,38,21,25
10/2/2017,92,85,73,185,92,108,257,10,19,20,5,1,15,8,1,17,38,22,55,15,6,31,PM10,37,20,28
10/3/2017,171,171,95,324,153,151,483,19,8,31,6,1,13,6,1,20,38,24,51,13,7,24,PM2.5,38,21,22
10/4/2017,151,151,106,179,90,158,206,8,13,26,7,2,18,10,2,30,38,29,63,16,2,28,PM2.5,37,20,27
10/5/2017,184,136,62,304,184,135,273,20,16,27,9,3,12,4,1,12,47,22,62,13,2,27,PM10,37,20,24
10/6/2017,154,125,76,218,154,123,198,19,16,23,7,3,17,6,1,20,25,12,54,11,5,29,PM10,36,20,29
10/7/2017,164,153,77,301,164,122,256,20,7,27,8,3,10,9,1,39,32,10,65,18,4,26,PM10,35,21,30
10/8/2017,211,202,28,323,211,133,404,31,7,133,29,3,35,7,1,35,35,16,50,10,3,24,PM10,37,22,38
10/9/2017,252,233,93,320,252,150,404,55,39,72,15,11,19,7,1,25,36,26,49,12,8,26,PM10,36,21,34
10/10/2017,282,282,193,342,280,188,420,62,40,130,12,8,14,9,1,24,40,22,55,7,2,18,PM2.5,37,21,24
10/11/2017,253,241,120,310,253,167,500,63,50,83,10,7,42,10,3,23,47,21,62,8,4,20,PM10,35,22,25
10/12/2017,355,274,84,500,355,171,283,67,52,76,11,8,15,4,1,16,42,16,55,9,2,13,PM10,36,21,31
10/13/2017,374,268,167,314,374,169,318,65,32,81,10,6,35,5,1,20,30,18,46,6,5,27,PM10,38,20,20
10/14/2017,364,270,151,309,364,167,287,57,44,66,9,5,8,8,1,12,26,12,48,7,3,25,PM10,37,21,18
10/15/2017,327,268,137,339,327,155,500,63,44,102,7,5,9,9,2,30,29,10,42,15,10,30,PM10,37,21,18
10/16/2017,251,234,114,349,251,129,500,75,51,97,7,5,10,12,2,21,31,22,56,13,10,23,PM10,37,21,20
10/17/2017,262,253,81,317,262,128,482,67,56,82,5,3,6,6,3,15,28,17,60,14,11,19,PM10,36,22,17
10/18/2017,306,267,100,411,306,201,500,72,32,108,5,2,8,9,4,18,36,12,49,17,10,42,PM10,35,20,22
10/19/2017,315,232,85,324,315,173,500,59,34,92,5,2,8,6,1,10,30,16,47,15,10,28,PM10,34,21,21
10/20/2017,403,403,59,500,402,148,498,74,41,129,10,2,26,8,1,21,27,14,46,16,12,30,PM2.5,36,21,23
10/21/2017,358,358,270,429,334,176,500,117,84,138,16,12,19,8,1,16,25,7,97,17,11,51,PM2.5,33,20,25
10/22/2017,363,346,215,405,363,174,493,133,102,148,13,5,17,9,1,17,32,8,53,16,11,41,PM10,34,21,28
10/23/2017,400,393,314,500,400,205,500,150,129,169,15,13,18,12,1,25,35,14,78,28,15,50,PM10,35,18,24
10/24/2017,349,349,301,397,308,191,500,143,132,160,14,12,16,10,1,23,45,18,70,36,10,49,PM2.5,33,19,22
10/25/2017,395,359,178,413,395,194,500,147,89,163,14,9,15,9,1,24,50,16,80,29,12,51,PM10,32,17,25
10/26/2017,294,293,152,333,294,178,399,147,76,178,16,8,20,8,1,25,41,17,76,28,10,52,PM10,32,18,25
10/27/2017,357,332,301,402,357,212,500,179,154,220,18,15,23,7,1,26,46,14,109,18,7,45,PM10,31,18,26
10/28/2017,313,313,206,354,290,181,402,173,149,188,16,13,19,6,1,24,53,30,95,14,9,32,PM2.5,32,17,27
10/29/2017,247,247,74,387,170,76,273,65,21,103,10,4,16,14,3,30,43,18,88,15,8,24,PM2.5,31,17,28
10/30/2017,276,276,191,342,201,115,405,48,20,70,6,3,9,9,1,16,39,19,78,25,17,55,PM2.5,30,18,30
10/31/2017,284,284,158,336,188,133,238,48,26,84,5,1,7,12,5,56,48,22,84,18,10,25,PM2.5,32,17,27
11/1/2017,299,299,193,346,198,117,485,55,3,88,5,3,9,6,1,15,56,21,99,17,10,36,PM2.5,32,16,28
11/2/2017,316,316,226,380,279,197,445,162,129,188,15,11,19,5,2,10,51,31,103,16,9,29,PM2.5,31,18,27
11/3/2017,333,333,309,374,309,204,453,158,136,179,15,11,17,6,1,12,58,38,100,16,7,25,PM2.5,30,17,30
11/4/2017,308,308,178,453,274,166,500,152,129,176,15,11,18,7,1,11,54,29,115,18,5,26,PM2.5,31,17,34
11/5/2017,355,355,99,484,330,230,500,154,128,177,15,11,19,10,2,18,52,33,103,17,3,24,PM2.5,31,18,32
11/6/2017,373,355,270,422,373,192,500,143,105,170,14,10,17,9,1,12,54,28,94,12,4,29,PM10,30,18,27
11/7/2017,288,284,74,402,288,150,500,146,95,171,14,10,17,8,1,11,60,36,94,13,3,28,PM10,31,17,24
11/8/2017,276,273,86,478,276,144,500,152,118,180,14,10,17,6,1,14,61,38,97,14,2,26,PM10,30,18,23
11/9/2017,309,30,181,420,280,175,500,188,154,282,16,12,25,5,1,13,64,36,120,14,5,30,PM2.5,31,18,20
11/10/2017,362,362,317,421,362,265,500,242,162,342,21,13,30,4,1,15,69,32,129,15,4,34,PM2.5,32,17,23
11/11/2017,330,330,232,467,313,184,500,185,157,211,16,13,19,9,1,20,60,32,92,12,4,36,PM2.5,31,17,30
11/12/2017,331,331,232,422,327,211,500,182,150,209,16,12,20,10,1,21,62,32,92,10,3,35,PM2.5,29,16,35
11/13/2017,406,379,239,500,406,188,500,151,117,181,14,11,17,6,1,14,70,36,104,12,2,22,PM10,30,15,36
11/14/2017,368,352,198,466,368,184,500,158,136,179,16,13,19,4,1,12,65,11,124,14,2,30,PM10,29,16,34
11/15/2017,316,316,70,500,302,88,500,150,129,169,14,12,16,6,1,16,49,20,101,10,1,30,PM2.5,28,16,37
11/16/2017,92,76,46,95,92,53,119,20,19,23,3,3,3,5,1,31,27,12,44,10,3,34,PM10,27,15,38
11/17/2017,189,189,41,314,163,60,303,137,86,203,8,6,11,29,1,125,39,9,75,10,4,29,PM2.5,28,16,39
11/18/2017,160,141,82,211,138,105,189,160,31,248,10,6,13,8,1,22,30,5,60,10,5,29,NO2,26,14,25
11/19/2017,166,166,73,281,145,97,186,137,76,157,12,9,14,6,1,13,32,18,46,10,3,38,PM2.5,27,15,26
11/20/2017,146,146,77,304,144,110,194,135,123,143,12,12,13,7,1,10,36,26,49,12,5,24,PM2.5,25,13,27
11/21/2017,212,212,16,309,172,76,231,126,41,166,12,8,15,6,2,14,40,22,73,9,5,28,PM2.5,26,13,30
11/22/2017,312,312,133,360,292,154,390,121,69,141,11,9,13,10,1,21,47,21,78,10,2,34,PM2.5,27,14,32
11/23/2017,251,251,93,327,222,121,312,123,114,137,12,11,13,12,5,20,42,31,65,10,2,33,PM2.5,25,15,33
11/24/2017,244,244,68,330,226,108,333,127,89,155,13,10,16,11,1,30,50,23,102,11,2,37,PM2.5,26,14,32
11/25/2017,253,253,88,365,230,133,410,131,70,175,12,9,15,15,2,31,42,6,79,13,2,39,PM2.5,28,13,15
11/26/2017,361,301,90,398,361,136,500,151,84,202,15,10,20,13,7,19,74,27,114,30,15,41,PM10,28,14,20
11/27/2017,264,264,180,348,240,178,392,97,75,116,11,10,12,14,10,21,42,12,72,22,12,39,PM2.5,28,13,22
11/28/2017,298,290,121,349,298,145,463,121,69,152,13,9,16,13,7,19,64,26,111,39,15,70,PM10,26,15,28
11/29/2017,336,297,90,429,336,142,500,124,88,153,13,9,17,13,5,20,65,21,106,32,19,74,PM10,27,13,24
11/30/2017,340,340,306,381,326,224,460,146,80,180,13,9,17,14,9,19,67,2,115,30,15,58,PM2.5,27,14,25
12/1/2017,233,233,94,310,191,131,259,145,89,181,11,8,13,28,4,118,48,2,183,29,17,52,PM2.5,26,13,30
12/2/2017,215,212,63,380,215,102,493,169,81,202,14,8,16,10,1,30,85,19,122,28,16,52,PM10,25,12,32
12/3/2017,298,298,129,379,284,154,439,214,162,259,17,13,21,16,1,41,100,44,149,35,5,60,PM2.5,24,12,30
12/4/2017,286,286,171,329,210,157,317,181,169,194,14,13,16,16,4,37,68,34,106,32,9,49,PM2.5,23,11,28
12/5/2017,224,224,98,322,189,139,260,169,83,192,14,9,16,13,4,27,58,9,107,33,12,58,PM2.5,24,11,27
12/6/2017,140,104,41,186,139,38,220,140,99,167,12,9,14,12,5,23,47,2,102,30,16,56,NO2,25,12,30
12/7/2017,145,76,31,148,116,68,178,145,130,153,13,12,14,14,5,29,40,20,61,35,10,54,NO2,24,11,35
12/8/2017,155,138,62,242,155,106,204,148,131,159,13,12,14,13,1,23,60,38,103,25,5,55,PM10,26,10,36
12/9/2017,218,197,80,348,218,127,441,168,137,189,14,12,16,14,1,29,75,35,113,34,12,57,PM10,24,11,30
12/10/2017,254,254,103,328,240,124,366,177,145,196,15,13,16,19,11,29,87,48,112,25,13,65,PM2.5,26,12,27
12/11/2017,147,101,41,187,121,77,152,147,103,161,13,9,14,12,2,26,48,32,101,10,6,24,NO2,25,11,22
12/12/2017,179,108,22,181,108,64,136,179,143,203,14,12,16,23,1,50,42,10,78,12,3,22,NO2,26,10,20
12/13/2017,174,105,53,221,110,80,163,174,4,210,15,9,17,5,1,11,41,20,60,10,4,18,NO2,24,10,15
12/14/2017,121,114,85,181,121,107,156,43,21,50,16,15,16,3,1,7,27,18,34,12,2,20,PM10,25,11,14
12/15/2017,96,83,41,136,96,62,146,45,41,53,16,16,16,5,1,10,30,23,49,10,4,21,PM10,25,11,13
12/16/2017,112,101,51,180,112,78,137,41,30,46,16,15,16,4,1,10,36,26,48,12,5,16,PM10,26,10,15
12/17/2017,111,89,59,135,111,85,140,36,32,40,16,16,16,3,1,10,28,20,41,9,6,23,PM10,25,11,18
12/18/2017,115,92,67,144,115,78,145,40,34,44,16,16,16,4,1,9,30,12,55,10,5,25,PM10,26,10,19
12/19/2017,139,131,59,207,139,85,185,39,9,49,16,15,16,4,1,7,39,15,68,12,4,23,PM10,25,11,14
12/20/2017,170,170,69,300,154,101,206,49,8,84,14,10,16,4,2,9,38,9,58,10,5,24,PM2.5,26,11,19
12/21/2017,312,312,196,367,290,157,416,98,86,109,10,10,11,5,1,10,73,35,110,9,2,25,PM2.5,25,11,20
12/22/2017,159,159,55,296,143,94,203,81,66,89,10,9,10,5,1,10,43,6,80,7,3,26,PM2.5,24,10,25
12/23/2017,119,103,50,224,119,81,165,78,69,84,10,9,10,4,1,10,39,23,72,9,2,24,PM10,23,11,30
12/24/2017,231,231,65,356,207,90,410,169,83,192,14,9,16,13,4,27,66,19,114,13,5,20,PM2.5,24,10,65
12/25/2017,255,255,98,343,204,114,343,100,44,196,15,13,16,19,11,29,59,23,97,15,6,34,PM2.5,23,11,53
12/26/2017,212,212,69,305,160,100,204,35,4,70,11,3,13,4,1,17,48,1,73,17,8,35,PM2.5,22,10,50
12/27/2017,238,238,108,322,184,123,276,36,31,39,8,8,9,3,1,6,53,19,102,13,9,22,PM2.5,21,11,50
12/28/2017,272,272,126,347,217,125,364,36,32,39,8,8,9,4,1,8,65,29,117,11,8,23,PM2.5,23,10,48
12/29/2017,130,130,74,191,128,96,169,32,25,34,8,8,8,4,1,11,38,20,67,11,7,19,PM2.5,22,10,45
12/30/2017,248,248,83,348,191,101,311,30,21,35,7,6,8,3,1,7,54,10,83,10,8,12,PM2.5,20,9,43
12/31/2017,237,237,121,376,205,146,423,31,28,35,7,7,7,3,1,6,49,15,79,14,9,43,PM2.5,21,10,47
1/1/2018,276,276,159,362,215,154,370,30,27,33,7,7,7,4,2,6,49,23,81,25,11,61,PM2.5,20,9,48
1/2/2018,246,230,58,382,246,110,449,32,30,34,7,7,8,4,2,6,56,33,82,18,12,35,PM10,19,8,50
1/3/2018,195,195,50,342,162,78,249,31,29,34,7,7,7,3,1,6,41,26,54,12,8,18,PM2.5,20,8,47
1/4/2018,151,151,59,380,141,82,388,31,29,36,7,7,7,4,1,7,39,22,62,10,8,14,PM2.5,19,6,48
1/5/2018,271,271,86,377,233,108,428,33,30,36,7,7,8,4,1,7,49,32,70,14,9,31,PM2.5,18,7,50
1/6/2018,208,208,44,350,178,72,350,29,12,36,9,7,13,4,1,9,52,11,103,21,11,29,PM2.5,17,7,45
1/7/2018,171,171,77,276,138,109,172,20,18,22,13,13,14,4,1,9,38,22,53,13,8,47,PM2.5,18,8,40
1/8/2018,134,134,62,260,130,91,193,20,16,23,14,13,14,4,1,8,33,18,52,18,7,40,PM2.5,18,7,47
1/9/2018,164,164,66,239,139,108,178,18,7,23,14,13,14,5,1,8,37,14,72,21,7,47,PM2.5,20,6,42
1/10/2018,169,169,75,300,145,114,192,21,11,26,14,13,14,5,1,10,38,22,55,17,8,45,PM2.5,22,7,41
1/11/2018,186,186,88,268,150,117,194,20,11,26,14,13,14,7,1,12,38,24,51,20,7,40,PM2.5,20,7,42
1/12/2018,155,155,58,269,144,104,188,38,8,62,14,10,16,4,2,9,38,29,63,19,8,43,PM2.5,21,6,43
1/13/2018,189,189,68,283,155,104,189,26,10,48,4,1,10,24,8,61,47,22,62,17,7,40,PM2.5,20,6,41
1/14/2018,228,228,83,340,176,117,279,86,62,100,10,5,20,17,6,41,52,25,75,18,5,32,PM2.5,20,7,46
1/15/2018,146,146,74,286,137,108,193,31,29,36,7,7,7,4,1,7,42,10,72,18,7,40,PM2.5,21,7,41
1/16/2018,174,174,72,295,135,88,198,43,31,54,14,14,15,7,2,24,42,16,76,7,5,41,PM2.5,22,7,40
1/17/2018,250,250,52,326,45,35,57,14,14,15,7,1,21,53,19,107,5,2,7,15,5,43,PM2.5,21,6,49
1/18/2018,253,253,93,317,170,114,224,16,10,28,9,7,14,5,2,17,37,22,90,12,3,47,PM2.5,22,7,35
1/19/2018,120,120,68,192,117,94,139,28,27,30,14,14,14,6,1,10,34,23,62,13,4,24,PM2.5,22,6,39
1/20/2018,106,95,54,193,106,78,145,28,26,30,14,14,14,6,1,8,33,19,40,22,3,42,PM10,22,7,43
1/21/2018,130,123,67,232,130,91,198,30,27,36,14,14,15,5,1,10,35,8,103,18,2,42,PM10,23,8,50
1/22/2018,205,205,73,367,179,107,356,35,29,39,15,14,15,6,3,10,58,21,100,16,5,37,PM2.5,22,8,55
1/23/2018,218,218,80,320,173,92,271,36,32,41,14,14,15,7,3,12,44,9,110,14,3,31,PM2.5,21,7,50
1/24/2018,57,57,31,82,54,31,77,30,27,34,14,14,14,5,1,8,25,18,43,18,4,37,PM2.5,18,6,80
1/25/2018,62,56,34,85,62,34,97,30,28,32,14,14,14,6,2,10,28,19,50,19,5,41,PM10,19,6,64
1/26/2018,83,69,35,119,83,60,118,29,27,30,14,14,14,6,2,9,31,19,37,15,4,30,PM10,20,7,60
1/27/2018,112,108,84,164,112,92,138,28,27,30,14,14,14,4,1,8,26,22,32,16,3,33,PM10,21,7,65
1/28/2018,91,80,22,145,91,46,132,28,27,29,14,14,14,6,1,11,32,24,44,13,4,28,PM10,21,8,68
1/29/2018,65,59,29,85,65,35,97,28,26,29,14,14,14,7,1,11,36,31,43,14,2,24,PM10,22,8,64
1/30/2018,91,76,53,100,91,62,115,28,26,34,14,14,14,5,1,8,29,26,50,16,3,26,PM10,23,9,60
1/31/2018,107,104,72,173,107,67,130,32,30,34,14,14,14,6,1,10,32,25,44,12,3,25,PM10,23,10,54
2/1/2018,88,88,70,131,86,61,107,35,32,39,14,14,15,6,3,10,33,22,41,10,2,27,PM2.5,23,9,45
2/2/2018,81,55,38,80,81,55,105,32,22,36,14,14,15,6,1,13,22,11,37,9,3,23,PM10,22,10,40
2/3/2018,103,72,25,98,103,73,157,24,10,40,6,1,14,6,1,13,22,5,63,12,4,18,PM10,22,9,42
2/4/2018,112,99,54,163,112,87,147,40,39,40,2,1,2,8,2,13,27,15,34,8,3,17,PM10,23,9,43
2/5/2018,106,84,38,192,106,61,167,40,40,40,2,1,2,6,2,11,34,5,46,7,4,16,PM10,23,8,40
2/6/2018,152,77,37,108,152,76,478,40,40,40,2,1,2,6,1,15,25,16,55,9,3,13,PM10,22,7,38
2/7/2018,105,76,33,136,105,71,148,40,40,40,2,1,2,6,1,13,32,17,44,6,4,15,PM10,22,8,34
2/8/2018,115,100,53,263,115,83,194,40,40,40,2,1,2,6,2,10,39,19,49,7,2,14,PM10,23,8,36
2/9/2018,108,95,54,196,108,79,159,40,40,40,2,1,2,7,1,16,36,14,50,5,2,13,PM10,23,7,48
2/10/2018,134,121,44,329,134,82,308,40,40,40,1,1,2,9,1,19,54,17,86,6,2,10,PM10,23,8,43
2/11/2018,105,76,45,99,105,69,145,40,39,40,2,1,2,9,1,31,40,8,72,6,3,10,PM10,22,8,45
2/12/2018,106,93,24,225,106,49,179,40,39,40,2,1,2,7,1,25,28,8,41,6,3,13,PM10,23,8,50
2/13/2018,47,35,23,52,47,21,73,40,39,40,1,1,2,6,1,17,32,7,50,6,2,13,PM10,24,9,38
2/14/2018,40,27,11,35,31,24,39,40,40,40,2,1,2,8,1,25,30,1,54,8,2,13,NO2,23,9,39
2/15/2018,59,53,11,191,59,22,104,40,39,40,2,1,2,8,2,26,36,1,61,6,2,11,PM10,23,10,54
2/16/2018,74,62,32,113,74,41,120,40,39,40,2,1,2,9,1,25,33,8,46,6,2,15,PM10,25,10,55
2/17/2018,88,75,49,107,88,63,111,40,39,40,2,1,2,9,1,28,32,9,40,6,3,13,PM10,25,9,56
2/18/2018,94,76,38,122,94,65,118,40,39,40,1,1,2,8,1,24,38,5,50,6,2,10,PM10,26,10,55
2/19/2018,94,72,40,119,94,74,131,40,39,40,2,1,2,37,6,46,6,3,8,7,3,16,PM10,26,10,50
2/20/2018,112,89,38,171,112,71,150,40,39,40,2,1,2,7,2,28,42,5,80,9,2,19,PM10,28,11,47
2/21/2018,136,121,50,187,136,86,217,40,39,40,2,1,2,9,1,32,42,29,77,9,4,31,PM10,27,11,50
2/22/2018,107,83,43,128,107,69,135,39,39,40,2,1,2,10,2,33,39,20,72,7,2,25,PM10,27,12,55
2/23/2018,101,75,61,95,101,68,130,40,39,40,1,1,2,11,1,34,40,11,80,6,2,17,PM10,28,11,50
2/24/2018,89,58,12,143,89,26,151,40,39,40,2,1,2,8,1,35,32,10,78,8,3,25,PM10,26,11,70
2/25/2018,59,37,24,50,59,33,89,40,39,40,2,1,2,7,1,22,26,10,75,8,2,21,PM10,26,12,67
2/26/2018,63,47,27,78,63,43,89,40,39,40,2,1,2,9,1,30,33,8,72,9,3,25,PM10,26,13,65
2/27/2018,77,56,17,83,77,53,109,39,39,40,2,1,2,10,1,30,37,5,70,9,2,28,PM10,27,13,66
2/28/2018,91,69,29,92,91,56,112,39,39,40,1,1,2,10,1,34,39,10,74,8,3,24,PM10,27,15,60
3/1/2018,89,64,36,89,89,61,120,39,39,40,2,1,2,10,1,29,39,6,68,8,2,22,PM10,26,14,50
3/2/2018,72,46,24,81,72,49,101,39,39,40,2,1,2,10,1,29,36,12,70,7,4,24,PM10,25,13,43
3/3/2018,53,36,13,60,53,36,98,39,39,40,2,1,2,10,2,38,31,1,93,6,3,26,PM10,24,15,43
3/4/2018,45,30,14,43,45,28,63,40,39,40,2,1,2,6,1,16,25,9,47,8,4,18,PM10,25,14,45
3/5/2018,56,41,12,72,56,31,80,40,39,40,2,1,2,9,1,28,30,7,61,4,2,20,PM10,27,13,51
3/6/2018,58,50,13,148,58,28,79,40,39,40,2,1,2,10,2,34,30,4,78,6,3,19,PM10,27,14,45
3/7/2018,66,49,11,89,66,30,104,40,39,40,2,1,2,10,2,33,35,1,76,8,4,14,PM10,28,14,40
3/8/2018,84,68,28,95,84,52,109,38,25,40,2,1,2,11,1,37,38,3,76,6,2,16,PM10,28,15,41
3/9/2018,70,48,7,74,70,38,108,23,8,25,1,1,2,10,2,39,33,1,81,4,3,17,PM10,29,15,35
3/10/2018,66,51,25,73,66,43,91,28,27,34,2,1,6,11,6,25,14,8,67,8,3,18,PM10,31,16,32
3/11/2018,79,64,33,111,79,49,109,27,26,28,2,1,2,11,2,38,28,10,56,5,2,10,PM10,29,16,33
3/12/2018,74,63,21,99,74,40,108,27,26,28,2,1,2,13,1,49,37,9,71,3,1,11,PM10,30,15,30
3/13/2018,89,89,39,271,79,37,168,26,25,28,2,1,2,15,1,51,50,22,99,4,2,12,PM2.5,30,16,32
3/14/2018,127,127,40,219,110,65,198,27,25,28,2,1,2,17,2,59,45,20,85,3,2,11,PM2.5,31,15,30
3/15/2018,131,125,45,247,131,71,270,27,26,28,2,1,2,13,1,49,34,11,48,5,1,10,PM10,32,16,30
3/16/2018,78,63,28,89,78,45,110,27,26,28,2,1,2,12,1,37,20,6,41,6,2,9,PM10,32,16,38
3/17/2018,53,53,25,88,48,22,78,27,26,29,2,1,2,13,1,47,22,7,49,8,3,10,PM2.5,33,15,40
3/18/2018,56,56,13,89,54,21,90,27,26,28,2,1,2,14,1,45,18,5,38,5,4,13,PM2.5,34,17,36
3/19/2018,59,59,20,94,48,16,88,27,26,29,2,1,2,14,1,49,10,3,17,6,2,14,PM2.5,34,16,35
3/20/2018,91,91,35,235,88,36,210,26,8,32,2,1,7,13,1,48,6,5,7,9,2,29,PM2.5,36,17,19
3/21/2018,110,108,61,235,110,68,189,26,8,28,2,1,2,15,5,42,24,5,30,9,5,16,PM10,35,16,14
3/22/2018,100,86,46,128,100,41,181,17,13,33,1,1,2,12,2,33,34,8,75,8,6,12,PM10,35,17,20
3/23/2018,60,60,28,96,58,24,98,15,8,17,1,1,1,9,2,29,27,5,100,7,2,16,PM2.5,34,17,25
